,Unnamed: 0,id,original_tweet,tweet,lat,lng,place,date,sentiment,cleaned_tweet,mentions
112,112,1473430607191441408,"My grandfather had childhood polio. I got measles and rubella within weeks as a child. Medicine saved our lives but a #vaccine would have prevented the immense pain and suffering, not to mention the lifelong immunocompromisation. #vaccineswork",grandfather childhood polio got measles rubella within weeks child medicine saved lives vaccine would prevented immense pain suffering mention lifelong immunocompromisation vaccineswork,-27.6167,152.7667,Queensland,2021-12-22 10:10:06,0,grandfather childhood polio got measles rubella within child medicine saved vaccine would immense pain suffering mention lifelong,set()
113,113,1473434440097357825,"@marklevy2gb Is Ray Hadley saying the 5% who are unvaccinated are ENTIRELY responsible for spreading Omicron and don’t work or pay taxes? Discrimination has no place in this country, and every Australian under Medicare is entitled to treatment.",ray hadley saying unvaccinated entirely responsible spreading omicron dont work pay taxes discrimination place country every australian medicare entitled treatment,-27.5667,151.95,Queensland,2021-12-22 10:25:20,1,ray saying unvaccinated entirely responsible spreading omicron dont work pay discrimination place country every treatment,{'@marklevy2gb'}
114,114,1473438396726988803,"@2GB873 Would Ray Hadley like to explain why those who have Private Health Insurance, AND who have paid for Medicare, are not entitled to hospital treatment if, through no fault of their own, they could not be vaccinated? Where is his humanity?",would ray hadley like explain private health insurance paid medicare entitled hospital treatment fault could vaccinated humanity,-27.5667,151.95,Queensland,2021-12-22 10:41:03,0,would ray like explain private health insurance hospital treatment fault could humanity,{'@2GB873'}
115,115,1473440217675624450,"@marklevy2gb How many MPs are not vaccinated by choice or otherwise? Are they too not entitled to Medicare, or is it “one rule for me, and another for thee” in Ray Hadley’s world? He has shot his mouth off without looking at every “vaccination” circumstance.",many mps vaccinated choice otherwise entitled medicare one rule another thee ray hadleys world shot mouth without looking every vaccination circumstance,-27.5667,151.95,Queensland,2021-12-22 10:48:17,0,many choice otherwise one rule another thee ray world shot mouth without looking every vaccination circumstance,{'@marklevy2gb'}
116,116,1473458107548200961,@HonorUkb Do you VIRALEZE™ nasal spray in your medicine cabinet,viraleze nasal spray medicine cabinet,-31.9522,115.8589,Western Australia,2021-12-22 11:59:23,0,nasal spray medicine cabinet,{'@HonorUkb'}
117,117,1473473000716439552,yeah.. NAH! never gunna happen 👇🏼👇🏼👇🏼 2GB - Unvaccinated in NSW could foot the bill for their COVID medical expenses  https://t.co/0RXLtrgA3C,yeah nah never gunna happen unvaccinated nsw could foot bill covid medical expenses,-34.9289,138.6011,South Australia,2021-12-22 12:58:33,0,yeah never happen unvaccinated could foot bill covid medical,set()
118,118,1473483783059824645,"@AshleyLeahy And medicine these days, so much more advanced",medicine days much advanced,-38.15,144.35,Victoria,2021-12-22 13:41:24,0,medicine days much advanced,{'@AshleyLeahy'}
119,119,1473486110365941761,Absolutely horrid idea. Universal health care is Universal health care us Universal healthcare. It does not allow for exceptions or picking and choosing who gets treated on other than basex on medical need and priorities. #auspol #Medicare,absolutely horrid idea universal health care universal health care us universal healthcare allow exceptions picking choosing gets treated basex medical need priorities auspol medicare,-27.5667,151.95,Queensland,2021-12-22 13:50:39,1,absolutely horrid idea universal health care universal health care us universal allow choosing medical need,set()
120,120,1473491014178402310,@Peter_Fitz If it was a retrospective clawback (significant but not real cost @ 5%) through tax system (eg:Medicare surcharge) it would be doable.  And it would sit as liability like hecs debt til cleared. Not bringing the fpos machine to the bedside of the ventilated or anything like that.,retrospective clawback significant real cost tax system egmedicare surcharge would doable would sit liability like hecs debt til cleared bringing fpos machine bedside ventilated anything like,-16.9303,145.7703,Queensland,2021-12-22 14:10:08,0,retrospective significant real cost tax system surcharge would doable would sit liability like debt til machine bedside anything like,{'@Peter_Fitz'}
121,121,1473495496144535556,@a581442 @Dom_Perrottet My 19 yo daughter also positive. NSW health have been in touch. Wellness unit because she lives alone. She must do her own contact tracing and alert,yo daughter also positive nsw health touch wellness unit lives alone must contact tracing ale,-35.2931,149.1269,Australian Capital Territory,2021-12-22 14:27:57,1,yo daughter also positive health touch wellness unit alone must contact tracing ale,"{'@a581442', '@Dom_Perrottet'}"
122,122,1473504083386396675,"@7NewsMelbourne @ScottMorrisonMP @ScottMorrisonMP says the Hospitals are coping thus far with Covid Delta &amp; Omicron. Im sure the Hospitals would disagree.  Morrison really has no idea. Sugar coating the overloaded Hospitals issue is BS.   I hope Morrison is a ""dead man walking"" at the next election @AlboMP",says hospitals coping thus far covid delta amp omicron im sure hospitals would disagree morrison really idea sugar coating overloaded hospitals issue bs hope morrison dead man walking next election,-12.4381,130.8411,Northern Territory,2021-12-22 15:02:04,0,coping thus far covid delta omicron sure would disagree really idea sugar coating issue hope dead man walking next election,"{'@ScottMorrisonMP', '@AlboMP', '@7NewsMelbourne'}"
123,123,1473504401041944587,"@ScottMorrisonMP says the Hospitals are coping thus far with Covid Delta &amp; Omicron. Im sure the Hospitals would disagree.  Morrison really has no idea. Sugar coating the overloaded Hospitals issue is BS.   I hope Morrison is a ""dead man walking"" at the next election @AlboMP  https://t.co/Oov9utxaRR",says hospitals coping thus far covid delta amp omicron im sure hospitals would disagree morrison really idea sugar coating overloaded hospitals issue bs hope morrison dead man walking next election,-12.4381,130.8411,Northern Territory,2021-12-22 15:03:20,0,coping thus far covid delta omicron sure would disagree really idea sugar coating issue hope dead man walking next election,"{'@ScottMorrisonMP', '@AlboMP'}"
124,124,1473504590435799043,"@9NewsAUS @9NewsDarwin @ScottMorrisonMP says the Hospitals are coping thus far with Covid Delta &amp; Omicron. Im sure the Hospitals would disagree.  Morrison really has no idea. Sugar coating the overloaded Hospitals issue is BS.   I hope Morrison is a ""dead man walking"" at the next election @AlboMP",says hospitals coping thus far covid delta amp omicron im sure hospitals would disagree morrison really idea sugar coating overloaded hospitals issue bs hope morrison dead man walking next election,-12.4381,130.8411,Northern Territory,2021-12-22 15:04:05,0,coping thus far covid delta omicron sure would disagree really idea sugar coating issue hope dead man walking next election,"{'@9NewsAUS', '@9NewsDarwin', '@AlboMP', '@ScottMorrisonMP'}"
125,125,1473548476109647874,"The Medicines Manufacturing Innovation Centre &amp; @MIPS_Australia will be closed from Thursday 23 December 2021 to Tuesday 4 January 2022.   We wish everyone a safe and happy festive season and thank our customers, collaborators and colleagues for your support during 2021!  https://t.co/rVICh76BFu",medicines manufacturing innovation centre amp closed thursday december tuesday january wish everyone safe happy festive season thank customers collaborators colleagues suppo,-38.15,144.35,Victoria,2021-12-22 17:58:28,1,innovation closed wish everyone safe happy festive season thank,{'@MIPS_Australia'}
126,126,1473558563058376704,@saint_germain5 And to think that medicines keep her alive!!!!!!,think medicines keep alive,-31.9522,115.8589,Western Australia,2021-12-22 18:38:33,0,think keep alive,{'@saint_germain5'}
127,127,1473573090768474117,If you are travelling and need a quick COVID test (5mins)  use Melb Pathology at Whitehorse Road. #vaccines  https://t.co/sWKs9dE31G,travelling need quick covid test use melb pathology whitehorse road vaccines,-16.9303,145.7703,Queensland,2021-12-22 19:36:17,0,need quick covid test use pathology road,set()
128,128,1473614218427387904,Also signed up as an organ donor after seeing a tweet from her and got this today. Super quick to sign up through Medicare so I’d recommend you have a look at it  https://t.co/edhW7oNG0S  https://t.co/TOfGWSTAt6,also signed organ donor seeing tweet got today super quick sign medicare id recommend look,-37.8136,144.9631,Victoria,2021-12-22 22:19:42,1,also organ donor seeing tweet got today super quick sign id recommend look,set()
129,129,1473747409297547264,@Vic_Rollison Because scomo doesn’t follow our medical professionals,scomo doesnt follow medical professionals,-34.9289,138.6011,South Australia,2021-12-23 07:08:57,0,doesnt follow medical,{'@Vic_Rollison'}
130,130,1473748923055366145,@KathyLette Thankfully you found out b4 you saw her! Hopefully you’ll get a good chunk of 🌊⛱ to recharge once you recover!! Sth Coast is the medicine we all need at present!,thankfully found saw hopefully youll get good chunk recharge recover sth coast medicine need present,-32.9167,151.75,New South Wales,2021-12-23 07:14:58,1,thankfully found saw hopefully get good chunk recharge recover coast medicine need present,{'@KathyLette'}
131,131,1473763561369268225,"THESE PAST TWO DAYS, I LISTENED TO THE ABC PROOAGANDA.  IT GRIEVES ME TO HEAR THESE POLITICIANS AND THEIR BETRAYERS OF MEDICINE YAP MISSINFORMATION.  I TRY NOT TO THINK OF ERMERGENT CIVIL WAR.  WE NEED JUST 100 JEREMY R HAMMOND'S. PLEASE HELP HIM. #NOCIVILWAR",past two days listened abc prooaganda grieves hear politicians betrayers medicine yap missinformation try think ermergent civil war need jeremy r hammonds please help nocivilwar,-38.15,144.35,Victoria,2021-12-23 08:13:08,0,past two days hear medicine yap try think civil war need r please help,set()
132,132,1473771740316663810,La Trobe Uni has given us a wellness day today so I thought  I’d use it well and go get a Pfizer booster shot. They are allowing people earlier than 5 months in Victoria #COVID19Vic,la trobe uni given us wellness day today thought id use well go get pfizer booster shot allowing people earlier months victoria,-36.75,144.2667,Victoria,2021-12-23 08:45:38,1,la given us wellness day today thought id use well go get booster shot people,set()
133,133,1473775581976162304,WHY is it that the US still doesn't have a national health care system?,us still doesnt national health care system,-16.9303,145.7703,Queensland,2021-12-23 09:00:54,0,us still doesnt national health care system,set()
134,134,1473794406482255872,@aaron_hill @profsarahj It is also what we pay the Medicare levy for. Universal health care is Universal health care is Universal health care!,also pay medicare levy universal health care universal health care universal health care,-27.5667,151.95,Queensland,2021-12-23 10:15:42,1,also pay levy universal health care universal health care universal health care,"{'@aaron_hill', '@profsarahj'}"
135,135,1473812661565411328,@Donna_Chisholm I still cant believe the ignorance of people to be wholly focussed on the vaccines addressing COVID but also proven to create a high % of other medical conditions caused already from the vaccines that are life threatening as its a LIVE HUMAN EXPERIMENT!,still cant believe ignorance people wholly focussed vaccines addressing covid also proven create high medical conditions caused already vaccines life threatening live human experiment,-34.9289,138.6011,South Australia,2021-12-23 11:28:15,0,still cant believe ignorance people wholly covid also proven create high medical already life threatening live human experiment,{'@Donna_Chisholm'}
136,136,1473828088995672064,Things i dont have: valid medicare (its well pat the 10 days they said a fresh one should be posted by) and a bunch of other pieces of crap they dont accept the numbers on but I must physically have and photograph and upload to the bg check site.,things dont valid medicare well pat days said fresh one posted bunch pieces crap dont accept numbers must physically photograph upload bg check site,-27.5667,151.95,Queensland,2021-12-23 12:29:33,0,dont valid well pat days said fresh one posted bunch crap dont accept must physically photograph check site,set()
137,137,1473855112485371905,@Hervon_Dreznor Called the bg check agent and ut tyrns out you can submit a screencap of a medicare card now i have 4 points finally BUT i have to go to a JP for a document certification so hopefully i can get to one today or i will scream,called bg check agent ut tyrns submit screencap medicare card points finally go jp document ceification hopefully get one today scream,-27.5667,151.95,Queensland,2021-12-23 14:16:56,0,check agent ut submit card finally go document hopefully get one today scream,{'@Hervon_Dreznor'}
138,138,1473872096417570816,"@Wendy_Bacon @Dom_Perrottet Nowhere in the Medicare levy is there anything about lifestyle or other personal choices. If this set a precedent then smokers, MacDonald's eaters , alcohol drinkers and many others would have to pay.",nowhere medicare levy anything lifestyle personal choices set precedent smokers macdonalds eaters alcohol drinkers many others would pay,-27.5667,151.95,Queensland,2021-12-23 15:24:25,0,nowhere levy anything personal set precedent alcohol many would pay,"{'@Wendy_Bacon', '@Dom_Perrottet'}"
139,139,1473878876434563074,My pharmacy refused to give a refund for some throat medicine. They would not cough it up. #joke,pharmacy refused give refund throat medicine would cough joke,-27.6167,152.7667,Queensland,2021-12-23 15:51:22,0,pharmacy give refund throat medicine would cough joke,set()
140,140,1473881168516841473,"@snowycats @JaneCaro From the Ruby Princess, Liberal incompetence written all over it, to botched Vax roll-out to Sydney's northern beaches, to the Sydney limo driver and the introduction and subsequent spread of Omicron the Federal and NSW govts have devastated the country. Gross incompetence.",ruby princess liberal incompetence written botched vax rollout sydneys nohern beaches sydney limo driver introduction subsequent spread omicron federal nsw govts devastated country gross incompetence,-16.9303,145.7703,Queensland,2021-12-23 16:00:28,0,ruby princess liberal incompetence written botched driver introduction subsequent spread omicron federal country gross incompetence,"{'@JaneCaro', '@snowycats'}"
141,141,1473888498004348928,"@tarunw @JaneCaro @_PHAA_ Such chatter is one way to undermine Medicare &amp; universal Hlth care. Also is a slippery slope down to deserving and undeserving, righteous and not so, moral and immoral ? Whatever that means.",chatter one way undermine medicare amp universal hlth care also slippery slope deserving undeserving righteous moral immoral whatever means,-37.8136,144.9631,Victoria,2021-12-23 16:29:36,0,chatter one way undermine universal care also slippery slope deserving undeserving righteous moral immoral whatever,"{'@tarunw', '@JaneCaro', '@_PHAA_'}"
142,142,1473892764387446786,"COMMUNITY HEALTH ANNOUNCEMENT: If any of you Twitter legends out there are contemplating building a trampoline on Christmas Eve to surprise their kids on Christmas morning.-  DO NOT ,I repeat DO NOT even attempt this you crazy Bastards!!!! #XMASEVETRAMPVET  #Christmas2021",community health announcement twitter legends contemplating building trampoline christmas eve surprise kids christmas morning repeat even attempt crazy bastards xmasevetrampvet,-16.9303,145.7703,Queensland,2021-12-23 16:46:33,0,community health announcement twitter building trampoline eve surprise morning repeat even attempt crazy,set()
143,143,1473902483311235075,"What do you wanna do when you’re older?  Zac: I want to be a scientist. I want to help the doctors that helped me in the hospital, and make the medicine they need to help more people  Zoe: I want to be a creator. I want to make buildings. I want to create things others can enjoy  https://t.co/Nwtn1XDUFy",wanna youre older zac want scientist want help doctors helped hospital make medicine need help people zoe want creator want make buildings want create things others enjoy,-38.15,144.35,Victoria,2021-12-23 17:25:10,1,older zac want scientist want help hospital make medicine need help people want creator want make want create enjoy,set()
144,144,1473942452335636480,Am happy to be wrong but at a certain point we have triaged our own vulnerable + vaccinated &amp; so we are in a world of scarcity taking from third world/neighbours the doses they need as literal life and death medicines for our boosters.,happy wrong ceain point triaged vulnerable vaccinated amp world scarcity taking third worldneighbours doses need literal life death medicines boosters,-32.9167,151.75,New South Wales,2021-12-23 20:03:59,0,happy wrong point vulnerable world scarcity taking third need literal life death,set()
145,145,1473947050744029185,"@newscomauHQ This situation was predicted by the vast majority of medical experts, there is no reason this should be happening. Again the Liberal's failing to heed the experts, just like the Climate experts are ignored, the Epidemiology experts are ignored all in the name of Business.",situation predicted vast majority medical expes reason happening liberals failing heed expes like climate expes ignored epidemiology expes ignored name business,-34.9289,138.6011,South Australia,2021-12-23 20:22:16,0,situation vast majority medical reason happening failing heed like climate epidemiology name business,{'@newscomauHQ'}
146,146,1473972860821520386,"@ANSchmidtLebuhn That's the object of a lot of research, I'd leave the experts to assess it. My hunch is that public is more efficient for essential services which everyone absolutely needs and that rely on complex infrastructure (health, trains), and private better in others.",thats object lot research id leave expes assess hunch public efficient essential services everyone absolutely needs rely complex infrastructure health trains private better others,-16.9303,145.7703,Queensland,2021-12-23 22:04:49,1,thats object lot research id leave assess hunch public efficient essential everyone absolutely needs rely complex infrastructure health private better,{'@ANSchmidtLebuhn'}
147,147,1474003046736617472,"@VonBitchPants We found horse shoes, lots of broken crockery and old medicine bottles in the garden. Whole area is old (Parkside in adelaide). Lots of history.",found horse shoes lots broken crockery old medicine bottles garden whole area old parkside adelaide lots history,-34.9289,138.6011,South Australia,2021-12-24 00:04:46,0,found horse lots broken crockery old medicine garden whole area old lots history,{'@VonBitchPants'}
148,148,1474127026588045312,"@g_mann43 Can I get a list of these places? Also, are they only available to people on Medicare or can anyone pay and get the test?",get list places also available people medicare anyone pay get test,-37.8136,144.9631,Victoria,2021-12-24 08:17:25,0,get list also available people anyone pay get test,{'@g_mann43'}
149,149,1474137727234818055,"Yes, i think the Coalition Federal Government have screwed up vaccines again @MrKRudd",yes think coalition federal government screwed vaccines,-12.4381,130.8411,Northern Territory,2021-12-24 08:59:56,0,yes think coalition federal government screwed,{'@MrKRudd'}
150,150,1474145424407609354,@parnellpalme Well queues would be longer if omicron is in community &amp; folk care about infecting extended family at Christmas gatherings. Probably not the situation you left. Probably not mass hysteria. Sent from a packed Marsh's butcher getting xmas ham. All masked. Hope you have a good one,well queues would longer omicron community amp folk care infecting extended family christmas gatherings probably situation left probably mass hysteria sent packed marshs butcher getting xmas ham masked hope good one,-16.9303,145.7703,Queensland,2021-12-24 09:30:32,1,well would longer omicron community folk care extended family probably situation left probably mass hysteria sent butcher getting ham masked hope good one,{'@parnellpalme'}
151,151,1474145819037089793,"@melsorbit @DJGrothe @SwipeWright Birth defect fine Wrong body is rubbish Anyone can claim that and medical intervention for something untestable is just unethical medicine 24,000 detrans people on the redit site and terrible damage to both sexes",bih defect fine wrong body rubbish anyone claim medical intervention something untestable unethical medicine detrans people redit site terrible damage sexes,-41.4419,147.145,Tasmania,2021-12-24 09:32:06,0,defect fine wrong body rubbish anyone claim medical intervention something untestable unethical medicine people site terrible damage,"{'@SwipeWright', '@melsorbit', '@DJGrothe'}"
152,152,1474146225389649932,Heath Ledger and Michael Hutchins - did they know too much about what was coming ?!,heath ledger michael hutchins know much coming,-12.4381,130.8411,Northern Territory,2021-12-24 09:33:43,0,heath ledger know much coming,set()
153,153,1474150423250366466,@AshaRaoRMIT Asha 🤣🤣🤣🤣🤣 Your tweet has made my day! The best medicine they say is laughter ( I read it on FB). #mask #isolate,asha tweet made day best medicine say laughter read fb mask isolate,-32.9167,151.75,New South Wales,2021-12-24 09:50:23,1,tweet made day best medicine say laughter read mask isolate,{'@AshaRaoRMIT'}
154,154,1474150592658305039,🤣🤣🤣🤣🤣 This has made my day! The best medicine they say on FB is laughter  #mask #isolate,made day best medicine say fb laughter mask isolate,-32.9167,151.75,New South Wales,2021-12-24 09:51:04,1,made day best medicine say laughter mask isolate,set()
155,155,1474153067050201100,"@JustAMomNamedMP People care about you Melissa, sometimes life wraps you up for no reason and feelings of isolation can creep in. Feeling a lack of purpose is par for the course when feeling a bit down. If you need some talking medicine please contact, the ear was built for a purpose 🌺",people care melissa sometimes life wraps reason feelings isolation creep feeling lack purpose par course feeling bit need talking medicine please contact ear built purpose,-34.9289,138.6011,South Australia,2021-12-24 10:00:54,0,people care sometimes life reason isolation creep feeling lack purpose par course feeling bit need talking medicine please contact ear built purpose,{'@JustAMomNamedMP'}
156,156,1474155383128092694,@TomMcIlroy When will stats be released and transparent of those hospitalised and in intensive care who have had the vaccine/s and acquired side effects and new medical conditions that are NOT Covid... We are getting 1 sided stories constantly to bolster the rhetoric but it is misleading,stats released transparent hospitalised intensive care vaccines acquired side effects new medical conditions covid getting sided stories constantly bolster rhetoric misleading,-34.9289,138.6011,South Australia,2021-12-24 10:10:06,0,transparent intensive care acquired side effects new medical covid getting sided constantly bolster rhetoric misleading,{'@TomMcIlroy'}
157,157,1474169390656417813,"QLD COVID:  - 90.25% first dose, 85.65% double dosed  - 589 new cases, 1,389 active cases  - 30K+ tests in 24 hours  - 11K+ vaccines, more than half are boosters @ACurrentAffair9 #9ACA",qld covid first dose double dosed new cases active cases tests hours vaccines half boosters,-16.9303,145.7703,Queensland,2021-12-24 11:05:46,0,covid first dose double new active half,{'@ACurrentAffair9'}
158,158,1474195560684949528,I feel my son now has an incorrect view of interacting with Medicare. He only spent 5 minutes on the phone. Why has great NEVER happened to me? Lol,feel son incorrect view interacting medicare spent minutes phone great never happened lol,-31.9522,115.8589,Western Australia,2021-12-24 12:49:45,0,feel son incorrect view spent phone great never,set()
159,159,1474200714058469387,And Australian media need to do the same. #Omicron #COVID19 @7NewsAustralia @9NewsAUS @10NewsFirst @smh,australian media need omicron,-16.9303,145.7703,Queensland,2021-12-24 13:10:14,0,media need omicron,"{'@9NewsAUS', '@10NewsFirst', '@7NewsAustralia', '@smh'}"
160,160,1474201497705463813,"I hark back to the @RoyalFlyingDoc medical chest which can include S8s, given on medical consult by outback folk  For rural Oz, we need to empower first responders due to ‘trauma gap’  IN ketamine &amp; fentanyl, IM morphine, GTN, aspirin, ventolin, IM cef &amp; maybe even IM TXA",hark back medical chest include given medical consult outback folk rural oz need empower first responders due trauma gap ketamine amp fentanyl im morphine gtn aspirin ventolin im cef amp maybe even im txa,-34.9289,138.6011,South Australia,2021-12-24 13:13:21,0,hark back medical chest include given medical consult outback folk rural need empower first due trauma gap morphine aspirin maybe even,{'@RoyalFlyingDoc'}
161,161,1474209812183273474,He’s a most rare and secret ancient healing medicine 2 my state of being human &amp; dealing with th human condition. He soothes ur bumps &amp; emits pleasing chemicals in the brain and th side effect is- an effortless state of being &amp; a realisation that there is peace in abundance.,hes rare secret ancient healing medicine state human amp dealing th human condition soothes ur bumps amp emits pleasing chemicals brain th side effect effoless state amp realisation peace abundance,-32.9167,151.75,New South Wales,2021-12-24 13:46:23,1,rare secret ancient healing medicine state human dealing th human condition ur pleasing brain th side effect state peace abundance,set()
162,162,1474209813374533632,@cathywilcox1 @goforgold80s @smh @theage Saint Omicron?,saint omicron,-16.9303,145.7703,Queensland,2021-12-24 13:46:23,0,saint omicron,"{'@goforgold80s', '@theage', '@cathywilcox1', '@smh'}"
163,163,1474212074674745346,"@EricIdle Amazing...the magic of medicine and science.... Psst...Mary wasn't a virgin😳merry Xmas, Mr. Idle @EricIdle",amazingthe magic medicine science psstmary wasnt virginmerry xmas mr idle,-34.9289,138.6011,South Australia,2021-12-24 13:55:22,0,magic medicine science wasnt idle,{'@EricIdle'}
164,164,1474228957343977474,"We have a small vaccine centre around the corner from our office, mainly for staff. Someone who came to get their vaccination today brought their violin and have been serenading us with festive music. It’s been quite lovely!",small vaccine centre around corner office mainly staff someone came get vaccination today brought violin serenading us festive music quite lovely,-16.9303,145.7703,Queensland,2021-12-24 15:02:27,1,small vaccine around corner office mainly staff someone came get vaccination today brought violin us festive music quite lovely,set()
165,165,1474240008366145539,@clip_it_eco @qldhealth @AnnastaciaMP They charge $85 for drivers thru to Medicare so I'm guessing this is cost given its run by private pathologies not government ones.,charge drivers thru medicare im guessing cost given run private pathologies government ones,-37.8136,144.9631,Victoria,2021-12-24 15:46:22,0,charge guessing cost given run private government,"{'@clip_it_eco', '@AnnastaciaMP', '@qldhealth'}"
166,166,1474241671235706883,@HelenWh89851578 @Christi05571146 @nearlynana He got Omicron but was apparently cleared to fly out from USA Tuesday just gone. No idea if he did or not.,got omicron apparently cleared fly usa tuesday gone idea,-16.9303,145.7703,Queensland,2021-12-24 15:52:59,0,got omicron apparently fly gone idea,"{'@nearlynana', '@Christi05571146', '@HelenWh89851578'}"
167,167,1474282361650962433,Ramping at Flinders Medical Centre 3pm Christmas Eve. Our health system is not coping. We wish all the patients ramped today and all those in isolation the best Christmas possible and to all frontline workers out there working in such difficult conditions. #stopramping #saparli  https://t.co/CyfSIoeXFL,ramping flinders medical centre christmas eve health system coping wish patients ramped today isolation best christmas possible frontline workers working difficult conditions stopramping saparli,-34.9289,138.6011,South Australia,2021-12-24 18:34:40,0,ramping medical eve health system coping wish ramped today isolation best possible working difficult,set()
168,168,1474284294851891203,Man provides email proof of vaccination to employer containing a link to a fake Medicare certificate generator. Makes claim to Fair Work about being wrongfully stood down. Ends badly.  https://t.co/W9JvpMQsFa,man provides email proof vaccination employer containing link fake medicare ceificate generator makes claim fair work wrongfully stood ends badly,-37.8136,144.9631,Victoria,2021-12-24 18:42:21,0,man proof vaccination employer link fake generator claim fair work wrongfully stood badly,set()
169,169,1474289400527798272,@Josh41169057 @normanswan Why would a bloke who hasn't practised medicine in 40 years know?,would bloke hasnt practised medicine years know,-34.4331,150.8831,New South Wales,2021-12-24 19:02:38,0,would bloke medicine know,"{'@Josh41169057', '@normanswan'}"
170,170,1474291935745482752,@drcwhos @GeoffHutchison @abcperth @AlboMP @MarkMcGowanMP @Mark_Butler_MP “Your Medicare or visa status does not matter”.  https://t.co/RvQRzc9HBD,medicare visa status matter,-31.9522,115.8589,Western Australia,2021-12-24 19:12:43,0,visa status matter,"{'@GeoffHutchison', '@AlboMP', '@abcperth', '@drcwhos', '@Mark_Butler_MP', '@MarkMcGowanMP'}"
171,171,1474306013884923904,The Govt of Australia Certainly Is A Nonsense.  I Notice @GregHuntMP has Very Quietly Added Heart Scans to Medicare As A Result Of The Increasing Myocarditis Being An Adverse Effect Of These Experimental Vaccines All Whilst The TGA Are Whitewashing Deaths and Harms.,govt australia ceainly nonsense notice quietly added hea scans medicare result increasing myocarditis adverse effect experimental vaccines whilst tga whitewashing deaths harms,-31.9522,115.8589,Western Australia,2021-12-24 20:08:39,0,nonsense notice quietly added result increasing myocarditis adverse effect experimental whilst,{'@GregHuntMP'}
172,172,1474339866703904768,@ArtistAffame @MichaelSpring17 @Peter_Cossar @AlboMP Leave him alone. He suffers from depression! He has an illness just like you Melissa. You are already benefiting from Labor- Medicare. You need to focus on the real enemy of poverty that is the LNP. But I’m aware the AUWU have it in for Labor,leave alone suffers depression illness like melissa already benefiting labor medicare need focus real enemy povey lnp im aware auwu labor,-37.8136,144.9631,Victoria,2021-12-24 22:23:10,0,leave alone depression illness like already labor need focus real enemy aware labor,"{'@AlboMP', '@MichaelSpring17', '@ArtistAffame', '@Peter_Cossar'}"
173,173,1474389554123579393,@ForwardFerret @BluffKingHal @MForstater Gender has no basis in medicine or science QED,gender basis medicine science is,-41.4419,147.145,Tasmania,2021-12-25 01:40:37,0,gender basis medicine science,"{'@BluffKingHal', '@MForstater', '@ForwardFerret'}"
174,174,1474391470534631429,@SwipeWright Gender medicine is an oxymoron!,gender medicine oxymoron,-41.4419,147.145,Tasmania,2021-12-25 01:48:14,0,gender medicine oxymoron,{'@SwipeWright'}
175,175,1474559699273932806,@drkerrynphelps It's money before health !,money health,-16.9303,145.7703,Queensland,2021-12-25 12:56:42,0,money health,{'@drkerrynphelps'}
176,176,1474586848643088385,"This is Jenny - it’s her first year volunteering. She’s helping in our ‘Wellness Zone’, which has clothing, showers, laundry and counseling support.  https://t.co/aI4HyASoOs",jenny first year volunteering shes helping wellness zone clothing showers laundry counseling suppo,-31.9522,115.8589,Western Australia,2021-12-25 14:44:35,1,jenny first year helping wellness zone clothing laundry,set()
177,177,1474622353543892992,What a way to finish our day. Last 6 months been scary as fuck...Next 6 #PartyOn Medicine works #ThanksDoc,way finish day last months scary fucknext payon medicine works thanksdoc,-28.0167,153.4,Queensland,2021-12-25 17:05:40,0,way finish day last scary medicine works,set()
178,178,1474679827911176192,@David_the_13th @EyeAmThatGuy @neiltyson We have quite a few religious holidays They date back to the early 20th century before modern science medicine gained popular understanding and many more people were educated Education is inversely proportional to religious belief The 25th of December is made up!,quite religious holidays date back early century modern science medicine gained popular understanding many people educated education inversely propoional religious belief december made,-41.4419,147.145,Tasmania,2021-12-25 20:54:03,1,quite religious date back early century modern science medicine popular understanding many people educated education inversely religious belief made,"{'@David_the_13th', '@EyeAmThatGuy', '@neiltyson'}"
179,179,1474684721003065347,"Well, it’s not been a Merry Christmas in my neck of the woods. My youngest son who is autistic, intellectually disabled with severe medical comorbidities came tested positive for COVID today. 😭",well merry christmas neck woods youngest son autistic intellectually disabled severe medical comorbidities came tested positive covid today,-34.9289,138.6011,South Australia,2021-12-25 21:13:30,1,well merry neck son autistic intellectually disabled severe medical came tested positive covid today,set()
180,180,1474706682634653697, https://t.co/pQ4llt287U too much why TEMPLARS THE FAMILY PROSTITUTES EVERWHERE SURROUNDING MIE ENEMIES ON THE COUNCIL IN THE POLICE STATION IN THE CLUBS NEXT DOOR HIDINGVIN MY BED IN MY CUPBOARDS IN MY FOOD IN MY COSMETICS 💄 CUNT IN MY MEDICINE 💊 WHY WHY KILL THE FAMILY KILL,much templars family prostitutes everwhere surrounding mie enemies council police station clubs next door hidingvin bed cupboards food cosmetics cunt medicine kill family kill,-34.9289,138.6011,South Australia,2021-12-25 22:40:46,0,much family surrounding council police station next door bed food medicine kill family kill,set()
